id_mutation,date_mutation,annee,adresse,voie,commune,nb_pieces,surface_m2,prix_eur,eur_m2,distance_m,latitude,longitude
2024-1197847,2024-04-12,2024,54 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,53.0,548000,10340,167,48.881911,2.347982
2024-1197606,2024-04-19,2024,21 BD BARBES,BD BARBES,75118,2,30.0,284500,9483,295,48.885995,2.349136
2024-1197952,2024-04-19,2024,13 RUE DE SOFIA,RUE DE SOFIA,75118,1,36.0,189000,5250,123,48.88449,2.348168
2024-1198162,2024-04-22,2024,14 RUE GERANDO,RUE GERANDO,75109,3,36.0,383000,10639,175,48.882584,2.346299
2024-1197905,2024-04-22,2024,60 BD ROCHECHOUART,BD ROCHECHOUART,75118,2,28.0,256000,9143,259,48.883353,2.344824
2024-1198487,2024-04-23,2024,13 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,3,60.0,473950,7899,44,48.883113,2.347936
2024-1198561,2024-04-23,2024,5 RUE CAPLAT,RUE CAPLAT,75118,2,23.0,177000,7696,300,48.884601,2.35203
2024-1198095,2024-04-25,2024,175 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,6,190.0,2394300,12602,192,48.881697,2.348896
2024-1199047,2024-04-26,2024,17 RUE DU DELTA,RUE DU DELTA,75109,3,63.0,760000,12063,145,48.882238,2.347434
2024-1198826,2024-04-30,2024,9 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,5,87.0,690000,7931,22,48.883224,2.348194
2024-1199006,2024-05-14,2024,171 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,2,35.0,410000,11714,211,48.881608,2.34936
2024-1199013,2024-05-21,2024,10 RUE SEVESTE,RUE SEVESTE,75118,2,20.0,270000,13500,261,48.883857,2.344858
2024-1199046,2024-05-21,2024,10 RUE SEVESTE,RUE SEVESTE,75118,2,41.0,425000,10366,261,48.883857,2.344858
2024-1199811,2024-05-23,2024,25 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,1,16.0,197000,12312,176,48.882939,2.346053
2024-1200332,2024-05-24,2024,2 RUE LIVINGSTONE,RUE LIVINGSTONE,75118,4,100.0,921500,9215,215,48.88435,2.345814
2024-1200196,2024-05-29,2024,71 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,2,60.0,568000,9467,216,48.881589,2.347274
2024-1200512,2024-05-29,2024,78 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,1,12.0,133000,11083,175,48.882142,2.346914
2024-1200413,2024-06-03,2024,26 BD ROCHECHOUART,BD ROCHECHOUART,75118,1,14.0,100000,7143,56,48.883818,2.347942
2024-1201290,2024-06-06,2024,6 SQ PETRELLE,SQ PETRELLE,75109,4,80.0,920000,11500,280,48.880942,2.349252
2024-1200395,2024-06-06,2024,4 RUE D ORSEL,RUE D ORSEL,75118,3,45.0,330000,7333,161,48.8842,2.346534
2024-1200417,2024-06-06,2024,2 RUE ANDRE DEL SARTE,RUE ANDRE DEL SARTE,75118,1,12.0,75000,6250,284,48.885824,2.347161
2024-1200290,2024-06-10,2024,72 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,55.0,515000,9364,197,48.882366,2.346166
2024-1200458,2024-06-12,2024,10 BD BARBES,BD BARBES,75118,3,78.0,546000,7000,161,48.884326,2.35004
2024-1200309,2024-06-17,2024,54 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,54.0,607610,11252,167,48.881911,2.347982
2024-1201203,2024-06-17,2024,92 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,1,25.0,240000,9600,74,48.882927,2.347633
2024-1201091,2024-06-19,2024,5 RUE CAPLAT,RUE CAPLAT,75118,2,26.0,174100,6696,300,48.884601,2.35203
2024-1201628,2024-06-21,2024,91 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,53.0,503500,9500,264,48.882397,2.345079
2024-1201436,2024-06-21,2024,48 RUE DE LA GOUTTE D OR,RUE DE LA GOUTTE D OR,75118,2,62.0,479440,7733,291,48.885487,2.350733
2024-1201294,2024-06-24,2024,9 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,2,35.0,300000,8571,22,48.883224,2.348194
2024-1201281,2024-06-26,2024,191 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,1,34.0,335000,9853,60,48.883109,2.349064
2024-1201429,2024-06-26,2024,75 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,1,18.0,240000,13333,263,48.881548,2.346116
2024-1201764,2024-06-27,2024,66 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,1,23.0,195000,8478,260,48.881252,2.346927
2024-1202854,2024-07-01,2024,14 RUE DU DELTA,RUE DU DELTA,75109,1,28.0,250000,8929,91,48.882591,2.348096
2024-1202977,2024-07-02,2024,6 RUE DE CLIGNANCOURT,RUE DE CLIGNANCOURT,75118,1,24.0,197725,8239,110,48.884306,2.347791
2024-1202350,2024-07-05,2024,155 BD DE MAGENTA,BD DE MAGENTA,75109,4,80.0,660000,8250,55,48.883314,2.349106
2024-1202057,2024-07-10,2024,10 PL D ANVERS,PL D ANVERS,75109,2,37.0,354180,9572,275,48.882453,2.344879
2024-1202514,2024-07-15,2024,10 RUE PIERRE PICARD,RUE PIERRE PICARD,75118,1,16.0,153000,9562,240,48.884938,2.346068
2024-1203501,2024-07-16,2024,54 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,65.0,650000,10000,167,48.881911,2.347982
2024-1202476,2024-07-16,2024,2 RUE BRIQUET,RUE BRIQUET,75118,1,27.0,326300,12085,299,48.883502,2.344279
2024-1202448,2024-07-17,2024,5 BD BARBES,BD BARBES,75118,4,50.0,481600,9632,129,48.884414,2.349191
2024-1202851,2024-07-19,2024,11 RUE DU DELTA,RUE DU DELTA,75109,2,30.0,264500,8817,138,48.882166,2.348034
2024-1202750,2024-07-19,2024,7 RUE LIVINGSTONE,RUE LIVINGSTONE,75118,1,19.0,198000,10421,266,48.884196,2.344928
2024-1202541,2024-07-22,2024,9 RUE GERANDO,RUE GERANDO,75109,2,39.0,519905,13331,225,48.882528,2.345573
2024-1202709,2024-07-22,2024,15 RUE DE SOFIA,RUE DE SOFIA,75118,5,99.0,846000,8545,110,48.884306,2.347791
2024-1203544,2024-07-24,2024,48 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,78.0,872000,11179,193,48.881659,2.348594
2024-1203032,2024-07-25,2024,63 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,6,118.0,1583700,13421,243,48.881208,2.348468
2024-1203909,2024-07-30,2024,6 RUE DES ISLETTES,RUE DES ISLETTES,75118,3,58.0,349000,6017,227,48.884381,2.351074
2024-1203200,2024-07-31,2024,66 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,1,25.0,273000,10920,260,48.881252,2.346927
2024-1203476,2024-07-31,2024,2 RUE BRIQUET,RUE BRIQUET,75118,1,24.0,245000,10208,299,48.883502,2.344279
2024-1204043,2024-07-31,2024,9 RUE DE SOFIA,RUE DE SOFIA,75118,2,20.0,82000,4100,135,48.884598,2.348553
2024-1204019,2024-08-02,2024,25 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75109,3,47.0,601942,12807,176,48.882939,2.346053
2024-1203667,2024-08-07,2024,26 BD ROCHECHOUART,BD ROCHECHOUART,75118,0,10.0,70000,7000,56,48.883818,2.347942
2024-1203780,2024-08-13,2024,5 RUE SEVESTE,RUE SEVESTE,75118,2,34.0,320000,9412,275,48.883596,2.344614
2024-1203994,2024-08-14,2024,9 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75109,4,85.0,692000,8141,16,48.883248,2.348404
2024-1204575,2024-08-20,2024,189 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,2,32.0,231000,7219,39,48.883058,2.348545
2024-1205037,2024-09-03,2024,2 RUE ANDRE DEL SARTE,RUE ANDRE DEL SARTE,75118,1,28.0,127000,4536,284,48.885824,2.347161
2024-1204932,2024-09-05,2024,92 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,20.0,200000,10000,74,48.882927,2.347633
2024-1205060,2024-09-13,2024,120 BD DE LA CHAPELLE,BD DE LA CHAPELLE,75118,3,38.0,370000,9737,179,48.884286,2.350401
2024-1204959,2024-09-16,2024,66 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,30.0,242857,8095,260,48.881252,2.346927
2024-1205853,2024-09-16,2024,2 RUE ANDRE DEL SARTE,RUE ANDRE DEL SARTE,75118,1,17.0,90000,5294,284,48.885824,2.347161
2024-1204892,2024-09-19,2024,85 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,2,41.0,428850,10460,173,48.882497,2.346425
2024-1205187,2024-09-19,2024,9 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75109,3,44.0,387500,8807,16,48.883248,2.348404
2024-1205280,2024-09-23,2024,2 RUE BRIQUET,RUE BRIQUET,75118,2,36.0,352000,9778,299,48.883502,2.344279
2024-1205495,2024-09-26,2024,60 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,2,65.0,559430,8607,162,48.882099,2.347346
2024-1205649,2024-09-26,2024,91 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,4,65.0,636500,9792,264,48.882397,2.345079
2024-1205961,2024-10-01,2024,10 BD BARBES,BD BARBES,75118,5,139.0,1105000,7950,161,48.884326,2.35004
2024-1206273,2024-10-10,2024,10 RUE DU DELTA,RUE DU DELTA,75109,3,64.0,725000,11328,75,48.882719,2.348439
2024-1207005,2024-10-10,2024,4 PL D ANVERS,PL D ANVERS,75109,2,25.0,591350,23654,280,48.882152,2.345032
2024-1206179,2024-10-11,2024,6 RUE PETRELLE,RUE PETRELLE,75109,3,96.0,1232650,12840,298,48.880732,2.348869
2024-1207105,2024-10-15,2024,91 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,4,60.0,690000,11500,264,48.882397,2.345079
2024-1206668,2024-10-15,2024,7 RUE LIVINGSTONE,RUE LIVINGSTONE,75118,2,41.0,549000,13390,266,48.884196,2.344928
2024-1206556,2024-10-16,2024,10 RUE PIERRE PICARD,RUE PIERRE PICARD,75118,1,25.0,178000,7120,240,48.884938,2.346068
2024-1206501,2024-10-18,2024,69 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,5,77.0,500000,6494,227,48.881377,2.34782
2024-1207004,2024-10-21,2024,6 RUE DU DELTA,RUE DU DELTA,75109,1,24.0,245000,10208,91,48.882692,2.349015
2024-1206573,2024-10-22,2024,5 RUE CHRISTIANI,RUE CHRISTIANI,75118,1,24.0,218000,9083,196,48.885128,2.34881
2024-1207034,2024-10-24,2024,8 PL D ANVERS,PL D ANVERS,75109,3,58.0,617000,10638,274,48.882331,2.344972
2024-1208099,2024-10-29,2024,4 RUE DU DELTA,RUE DU DELTA,75109,4,59.0,650000,11017,107,48.882592,2.349164
2024-1207190,2024-10-29,2024,12 BD BARBES,BD BARBES,75118,1,16.0,153000,9562,187,48.884567,2.350197
2024-1208091,2024-10-31,2024,10 PL D ANVERS,PL D ANVERS,75109,2,31.0,315000,10161,275,48.882453,2.344879
2024-1208287,2024-11-14,2024,6 RUE DES ISLETTES,RUE DES ISLETTES,75118,2,42.0,255000,6071,227,48.884381,2.351074
2024-1208122,2024-11-18,2024,2 RUE BRIQUET,RUE BRIQUET,75118,1,18.0,265000,14722,299,48.883502,2.344279
2024-1208400,2024-11-22,2024,102 BD DE LA CHAPELLE,BD DE LA CHAPELLE,75118,3,48.0,375800,7829,251,48.884307,2.351498
2024-1208905,2024-11-22,2024,15 RUE DE SOFIA,RUE DE SOFIA,75118,1,30.0,210000,7000,110,48.884306,2.347791
2024-1208386,2024-11-28,2024,4 RUE DU DELTA,RUE DU DELTA,75109,2,50.0,400000,8000,107,48.882592,2.349164
2024-1209013,2024-11-28,2024,85 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,17.0,138000,8118,173,48.882497,2.346425
2024-1208669,2024-12-03,2024,7 RUE CHRISTIANI,RUE CHRISTIANI,75118,2,48.0,492300,10256,196,48.885128,2.34881
2024-1209521,2024-12-10,2024,102 BD DE LA CHAPELLE,BD DE LA CHAPELLE,75118,2,36.0,230000,6389,251,48.884307,2.351498
2024-1209157,2024-12-12,2024,7 RUE LIVINGSTONE,RUE LIVINGSTONE,75118,1,47.0,350000,7447,266,48.884196,2.344928
2024-1209127,2024-12-13,2024,10 RUE GERANDO,RUE GERANDO,75109,1,13.0,168000,12923,195,48.882456,2.346111
2024-1209204,2024-12-13,2024,17 RUE GERANDO,RUE GERANDO,75109,3,51.0,602870,11821,174,48.882893,2.346098
2024-1209308,2024-12-13,2024,92 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,23.0,238228,10358,74,48.882927,2.347633
2024-1210132,2024-12-17,2024,177 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,5,130.0,1162000,8938,165,48.882037,2.349268
2024-1209639,2024-12-18,2024,6 RUE DE CLIGNANCOURT,RUE DE CLIGNANCOURT,75118,3,67.0,542620,8099,110,48.884306,2.347791
2024-1209409,2024-12-19,2024,189 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,2,45.0,362610,8058,39,48.883058,2.348545
2024-1210316,2024-12-19,2024,79 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,3,55.0,495192,9003,193,48.882225,2.346412
2024-1210372,2024-12-20,2024,66 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,2,40.0,410000,10250,260,48.881252,2.346927
2024-1210036,2024-12-27,2024,6 SQ PETRELLE,SQ PETRELLE,75109,5,84.0,950000,11310,280,48.880942,2.349252
2024-1210220,2024-12-27,2024,72 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,2,28.0,127000,4536,221,48.881676,2.346845
2024-1210413,2024-12-30,2024,4 RUE GERANDO,RUE GERANDO,75109,3,41.0,450000,10976,262,48.882003,2.345463
2024-1209958,2024-12-30,2024,7 RUE CHRISTIANI,RUE CHRISTIANI,75118,1,26.0,230000,8846,196,48.885128,2.34881
2025-1273423,2025-01-06,2025,93 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,58.0,530000,9138,270,48.88248,2.344931
2025-1273681,2025-01-10,2025,55 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,15.0,185000,12333,264,48.881079,2.349205
2025-1273704,2025-01-10,2025,61 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,5,85.0,790000,9294,246,48.881184,2.348611
2025-1273777,2025-01-14,2025,23 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75109,3,45.0,435380,9675,164,48.882996,2.346205
2025-1273406,2025-01-15,2025,5 BD BARBES,BD BARBES,75118,3,55.0,590000,10727,129,48.884414,2.349191
2025-1274394,2025-01-17,2025,16 RUE DU DELTA,RUE DU DELTA,75109,3,36.0,388815,10800,94,48.882583,2.347984
2025-1273580,2025-01-21,2025,60 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,2,28.0,332000,11857,162,48.882099,2.347346
2025-1273709,2025-01-24,2025,9 RUE GERANDO,RUE GERANDO,75109,2,38.0,445000,11711,225,48.882528,2.345573
2025-1273830,2025-01-24,2025,34 RUE PETRELLE,RUE PETRELLE,75109,3,92.0,795000,8641,292,48.880996,2.34673
2025-1273929,2025-01-24,2025,71 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,20.0,90003,4500,216,48.881589,2.347274
2025-1273915,2025-01-27,2025,8 RUE BELHOMME,RUE BELHOMME,75118,2,28.0,289250,10330,98,48.884228,2.348763
2025-1275390,2025-01-31,2025,60 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75118,2,34.0,307250,9037,259,48.883353,2.344824
2025-1274583,2025-02-03,2025,19 BD BARBES,BD BARBES,75118,2,20.0,173000,8650,278,48.885823,2.349258
2025-1274261,2025-02-05,2025,92 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,27.0,200000,7407,74,48.882927,2.347633
2025-1275206,2025-02-05,2025,167 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,2,33.0,306000,9273,240,48.881375,2.349546
2025-1274606,2025-02-06,2025,55 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,20.0,276400,13820,264,48.881079,2.349205
2025-1275520,2025-02-06,2025,19 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75109,3,70.0,1029900,14713,101,48.883065,2.347064
2025-1275277,2025-02-07,2025,7 RUE CHRISTIANI,RUE CHRISTIANI,75118,1,26.0,256700,9873,196,48.885128,2.34881
2025-1274853,2025-02-11,2025,9 RUE DE SOFIA,RUE DE SOFIA,75118,1,26.0,230900,8881,135,48.884598,2.348553
2025-1274814,2025-02-12,2025,2 RUE LIVINGSTONE,RUE LIVINGSTONE,75118,1,23.0,270000,11739,215,48.88435,2.345814
2025-1275267,2025-02-12,2025,6 RUE SEVESTE,RUE SEVESTE,75118,2,21.0,210000,10000,232,48.883626,2.345206
2025-1275177,2025-02-13,2025,15 RUE ANDRE DEL SARTE,RUE ANDRE DEL SARTE,75118,2,23.0,205000,8913,299,48.885536,2.345892
2025-1275282,2025-02-14,2025,110 BD DE LA CHAPELLE,BD DE LA CHAPELLE,75118,3,54.0,450000,8333,218,48.88422,2.351059
2025-1275070,2025-02-17,2025,7 RUE DE CLIGNANCOURT,RUE DE CLIGNANCOURT,75118,5,90.0,1001850,11132,143,48.884265,2.346918
2025-1275326,2025-02-17,2025,5 RUE CAPLAT,RUE CAPLAT,75118,3,50.0,240384,4808,300,48.884601,2.35203
2025-1275162,2025-02-19,2025,72 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,2,22.0,270000,12273,221,48.881676,2.346845
2025-1275716,2025-02-25,2025,2 RUE D ORSEL,RUE D ORSEL,75118,5,109.0,1041525,9555,161,48.8842,2.346534
2025-1276026,2025-02-26,2025,83 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,15.0,105000,7000,178,48.88243,2.346408
2025-1276686,2025-02-26,2025,5 RUE SEVESTE,RUE SEVESTE,75118,3,39.0,300000,7692,275,48.883596,2.344614
2025-1276444,2025-02-27,2025,60 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,31.0,285000,9194,162,48.882099,2.347346
2025-1276726,2025-02-28,2025,56 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,2,40.0,310000,7750,166,48.881947,2.347787
2025-1275685,2025-03-04,2025,14 RUE DU DELTA,RUE DU DELTA,75109,3,39.0,400000,10256,91,48.882591,2.348096
2025-1276039,2025-03-04,2025,92 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,2,30.0,325000,10833,74,48.882927,2.347633
2025-1276599,2025-03-06,2025,13 RUE GERANDO,RUE GERANDO,75109,4,60.0,911600,15193,198,48.882735,2.345837
2025-1276520,2025-03-06,2025,20 RUE DE CLIGNANCOURT,RUE DE CLIGNANCOURT,75118,3,44.0,320100,7275,214,48.885276,2.34776
2025-1277805,2025-03-07,2025,26 RUE PETRELLE,RUE PETRELLE,75109,2,18.0,242000,13444,277,48.881023,2.347184
2025-1276754,2025-03-10,2025,91 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,4,65.0,685000,10538,264,48.882397,2.345079
2025-1276542,2025-03-11,2025,4 RUE D ORSEL,RUE D ORSEL,75118,3,31.0,255000,8226,161,48.8842,2.346534
2025-1276757,2025-03-12,2025,10 RUE PIERRE PICARD,RUE PIERRE PICARD,75118,1,16.0,125000,7812,240,48.884938,2.346068
2025-1276527,2025-03-13,2025,12 BD BARBES,BD BARBES,75118,4,96.0,680000,7083,187,48.884567,2.350197
2025-1276475,2025-03-14,2025,27 RUE DE CLIGNANCOURT,RUE DE CLIGNANCOURT,75118,1,31.0,289575,9341,262,48.88553,2.346845
2025-1276640,2025-03-18,2025,69 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,5,82.0,928000,11317,227,48.881377,2.34782
2025-1277068,2025-03-20,2025,3 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75109,3,51.0,520000,10196,54,48.883415,2.3491
2025-1277792,2025-03-21,2025,2 RUE BERVIC,RUE BERVIC,75118,4,67.0,647500,9664,105,48.884202,2.349088
2025-1276816,2025-03-25,2025,72 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,55.0,490200,8913,197,48.882366,2.346166
2025-1277234,2025-03-26,2025,4 PL D ANVERS,PL D ANVERS,75109,2,45.0,347835,7730,280,48.882152,2.345032
2025-1276823,2025-03-26,2025,13 RUE DE SOFIA,RUE DE SOFIA,75118,2,21.0,227480,10832,123,48.88449,2.348168
2025-1277700,2025-03-27,2025,66 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,24.0,247000,10292,260,48.881252,2.346927
2025-1277332,2025-03-31,2025,2 AV TRUDAINE,AV TRUDAINE,75109,3,67.0,855769,12773,225,48.882066,2.346026
2025-1278148,2025-04-01,2025,27 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75109,2,40.0,435000,10875,189,48.882899,2.345892
2025-1278360,2025-04-01,2025,6 RUE SEVESTE,RUE SEVESTE,75118,2,30.0,329050,10968,232,48.883626,2.345206
2025-1278401,2025-04-10,2025,6 RUE SEVESTE,RUE SEVESTE,75118,2,30.0,298000,9933,232,48.883626,2.345206
2025-1278151,2025-04-11,2025,29 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75109,3,45.0,408500,9078,202,48.882848,2.345727
2025-1278208,2025-04-15,2025,34 RUE PETRELLE,RUE PETRELLE,75109,3,50.0,611100,12222,292,48.880996,2.34673
2025-1278319,2025-04-15,2025,52 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,19.0,200000,10526,176,48.881805,2.348358
2025-1279078,2025-04-15,2025,175 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,3,76.0,905000,11908,192,48.881697,2.348896
2025-1279277,2025-04-16,2025,62 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,18.0,163300,9072,174,48.882063,2.347101
2025-1278811,2025-04-22,2025,2 RUE BRIQUET,RUE BRIQUET,75118,2,27.0,239500,8870,299,48.883502,2.344279
2025-1279331,2025-04-25,2025,38 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,22.0,295000,13409,252,48.881284,2.349615
2025-1280170,2025-04-29,2025,78 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,9.0,92000,10222,175,48.882142,2.346914
2025-1279655,2025-04-30,2025,29 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75109,1,14.0,180000,12857,202,48.882848,2.345727
2025-1280087,2025-05-09,2025,38 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,29.0,225000,7759,252,48.881284,2.349615
2025-1279367,2025-05-12,2025,50 RUE DE LA GOUTTE D OR,RUE DE LA GOUTTE D OR,75118,1,16.0,150000,9375,278,48.885472,2.350465
2025-1279629,2025-05-15,2025,71 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,2,60.0,580000,9667,216,48.881589,2.347274
2025-1280713,2025-05-16,2025,2 RUE BRIQUET,RUE BRIQUET,75118,2,25.0,265000,10600,299,48.883502,2.344279
2025-1280582,2025-05-21,2025,14 BD BARBES,BD BARBES,75118,3,78.0,540200,6926,195,48.884685,2.350155
2025-1283334,2025-05-23,2025,183 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,2,42.0,390000,9286,95,48.882741,2.349211
2025-1280708,2025-05-27,2025,167 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,1,25.0,245000,9800,240,48.881375,2.349546
2025-1280368,2025-05-28,2025,42 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,47.0,330000,7021,227,48.881457,2.34937
2025-1280434,2025-06-02,2025,24 BD BARBES,BD BARBES,75118,3,76.0,715000,9408,256,48.885449,2.349917
2025-1280790,2025-06-02,2025,4 RUE D ORSEL,RUE D ORSEL,75118,2,25.0,227850,9114,161,48.8842,2.346534
2025-1281129,2025-06-04,2025,10 PL D ANVERS,PL D ANVERS,75109,2,32.0,576115,18004,275,48.882453,2.344879
2025-1281264,2025-06-04,2025,72 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,3,82.0,980000,11951,221,48.881676,2.346845
2025-1281201,2025-06-05,2025,50 RUE DE LA GOUTTE D OR,RUE DE LA GOUTTE D OR,75118,3,56.0,440000,7857,278,48.885472,2.350465
2025-1281040,2025-06-13,2025,12 RUE DU DELTA,RUE DU DELTA,75109,2,34.0,404000,11882,79,48.88269,2.348222
2025-1281547,2025-06-16,2025,18 BD BARBES,BD BARBES,75118,3,65.0,375000,5769,209,48.884894,2.35007
2025-1281172,2025-06-18,2025,6 RUE DU DELTA,RUE DU DELTA,75109,1,29.0,245000,8448,91,48.882692,2.349015
2025-1281784,2025-06-25,2025,57 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,2,38.0,336500,8855,257,48.881117,2.348974
2025-1282401,2025-06-25,2025,75 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,2,36.0,345000,9583,263,48.881548,2.346116
2025-1283040,2025-06-25,2025,71 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,10.0,142857,14286,216,48.881589,2.347274
2025-1282231,2025-06-26,2025,8 RUE DU DELTA,RUE DU DELTA,75109,3,73.0,730000,10000,75,48.882719,2.348439
2025-1282811,2025-06-26,2025,12 BD BARBES,BD BARBES,75118,1,10.0,68000,6800,187,48.884567,2.350197
2025-1282008,2025-06-30,2025,2 RUE BRIQUET,RUE BRIQUET,75118,2,33.0,325000,9848,299,48.883502,2.344279
2025-1282502,2025-07-01,2025,10 RUE PIERRE PICARD,RUE PIERRE PICARD,75118,1,12.0,163000,13583,240,48.884938,2.346068
2025-1283230,2025-07-01,2025,6 IMP DU CADRAN,IMP DU CADRAN,75118,2,20.0,240000,12000,191,48.883713,2.345794
2025-1282360,2025-07-02,2025,193 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,2,29.0,140000,4828,59,48.883225,2.349125
2025-1284140,2025-07-02,2025,6 RUE DES ISLETTES,RUE DES ISLETTES,75118,2,49.0,352000,7184,227,48.884381,2.351074
2025-1284632,2025-07-03,2025,82 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,2,41.0,398265,9714,156,48.882308,2.347001
2025-1282953,2025-07-03,2025,6 RUE DES ISLETTES,RUE DES ISLETTES,75118,3,61.0,491500,8057,227,48.884381,2.351074
2025-1283662,2025-07-04,2025,29 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75109,3,47.0,464000,9872,202,48.882848,2.345727
2025-1283896,2025-07-07,2025,189 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,1,33.0,145000,4394,39,48.883058,2.348545
